Number,Transaction
1277,[2014-01-21 23:07:21] - Kevin Hecquefeuille average salary was modify from 0 $ to 500 000 $.
1278,[2014-01-21 23:07:21] - Add was add to 350 players Salaries who match 'Is in a Team' and 'None' condition.
1279,[2014-01-21 23:07:38] - Anders Lindback average salary was modify from 3 000 000 $ to 3 500 000 $.
1280,[2014-01-21 23:07:38] - Antti Niemi average salary was modify from 3 800 000 $ to 4 300 000 $.
1281,[2014-01-21 23:07:38] - Carey Price average salary was modify from 6 500 000 $ to 7 000 000 $.
1282,[2014-01-21 23:07:38] - Cory Schneider average salary was modify from 3 500 000 $ to 4 000 000 $.
1283,[2014-01-21 23:07:38] - Viktor Fasth average salary was modify from 4 500 000 $ to 5 000 000 $.
1284,[2014-01-21 23:07:38] - Thomas Greiss average salary was modify from 1 100 000 $ to 1 600 000 $.
1285,[2014-01-21 23:07:38] - Henrik Lundqvist average salary was modify from 6 875 000 $ to 7 375 000 $.
1286,[2014-01-21 23:07:38] - Ilya Bryzgalov average salary was modify from 5 700 000 $ to 6 200 000 $.
1287,[2014-01-21 23:07:38] - Jaroslav Halak average salary was modify from 3 750 000 $ to 4 250 000 $.
1288,[2014-01-21 23:07:38] - Jaroslav Janus average salary was modify from 900 000 $ to 1 400 000 $.
1289,[2014-01-21 23:07:38] - Jonas Hiller average salary was modify from 4 500 000 $ to 5 000 000 $.
1290,[2014-01-21 23:07:38] - Jonathan Quick average salary was modify from 5 500 000 $ to 6 000 000 $.
1291,[2014-01-21 23:07:38] - Kari Lehtonen average salary was modify from 5 000 000 $ to 5 500 000 $.
1292,[2014-01-21 23:07:38] - Michal Neuvirth average salary was modify from 4 500 000 $ to 5 000 000 $.
1293,[2014-01-21 23:07:38] - Mike Smith average salary was modify from 5 000 000 $ to 5 500 000 $.
1294,[2014-01-21 23:07:38] - Benjamin Conz average salary was modify from 950 000 $ to 1 450 000 $.
1295,[2014-01-21 23:07:38] - Ondrej Pavelec average salary was modify from 4 500 000 $ to 5 000 000 $.
1296,[2014-01-21 23:07:38] - Peter Budaj average salary was modify from 2 200 000 $ to 2 700 000 $.
1297,[2014-01-21 23:07:38] - Roberto Luongo average salary was modify from 5 333 332 $ to 5 833 332 $.
1298,[2014-01-21 23:07:38] - Ryan Miller average salary was modify from 6 250 000 $ to 6 750 000 $.
1299,[2014-01-21 23:07:38] - Sergei Bobrovsky average salary was modify from 5 000 000 $ to 5 500 000 $.
1300,[2014-01-21 23:07:38] - Simeon Varlamov average salary was modify from 3 500 000 $ to 4 000 000 $.
1301,[2014-01-21 23:07:38] - Tomas Vokoun average salary was modify from 5 500 000 $ to 6 000 000 $.
1302,[2014-01-21 23:07:38] - Tuukka Rask average salary was modify from 4 250 000 $ to 4 750 000 $.
1303,[2014-01-21 23:07:38] - Reto Berra average salary was modify from 800 000 $ to 1 300 000 $.
1304,[2014-01-21 23:07:38] - Frederik Andersen average salary was modify from 750 000 $ to 1 250 000 $.
1305,[2014-01-21 23:07:38] - Edgars Masalskis average salary was modify from 0 $ to 500 000 $.
1306,[2014-01-21 23:07:38] - Ervins Mustukovs average salary was modify from 0 $ to 500 000 $.
1307,[2014-01-21 23:07:38] - Kristers Gudlevskis average salary was modify from 0 $ to 500 000 $.
1308,[2014-01-21 23:07:38] - Bernhard Starkbaum average salary was modify from 0 $ to 500 000 $.
1309,[2014-01-21 23:07:38] - Fabian Weinhandl average salary was modify from 0 $ to 500 000 $.
1310,[2014-01-21 23:07:38] - Rene Swette average salary was modify from 0 $ to 500 000 $.
1311,[2014-01-21 23:07:38] - Philip Grubauer average salary was modify from 0 $ to 500 000 $.
1312,[2014-01-21 23:07:38] - Dimitrij Kotschnew average salary was modify from 0 $ to 500 000 $.
1313,[2014-01-21 23:07:38] - Simon Nielsen average salary was modify from 0 $ to 500 000 $.
1314,[2014-01-21 23:07:38] - Sebastian Dahm average salary was modify from 0 $ to 500 000 $.
1315,[2014-01-21 23:07:38] - Luka Gracnar average salary was modify from 0 $ to 500 000 $.
1316,[2014-01-21 23:07:38] - Andrej Hocevar average salary was modify from 0 $ to 500 000 $.
1317,[2014-01-21 23:07:38] - Robert Kristan average salary was modify from 0 $ to 500 000 $.
1318,[2014-01-21 23:07:38] - Vitali Koval average salary was modify from 0 $ to 500 000 $.
1319,[2014-01-21 23:07:38] - Andrei Mezin average salary was modify from 0 $ to 500 000 $.
1320,[2014-01-21 23:07:38] - Dmitri Milchakov average salary was modify from 0 $ to 500 000 $.
1321,[2014-01-21 23:07:38] - Lars Haugen average salary was modify from 0 $ to 500 000 $.
1322,[2014-01-21 23:07:38] - Steffen Soberg average salary was modify from 0 $ to 500 000 $.
1323,[2014-01-21 23:07:38] - Lars Volden average salary was modify from 0 $ to 500 000 $.
1324,[2014-01-21 23:07:38] - Fabrice Lhenry average salary was modify from 0 $ to 500 000 $.
1325,[2014-01-21 23:07:38] - Ronan Quemener average salary was modify from 0 $ to 500 000 $.
1326,[2014-01-21 23:07:39] - Add was add to 47 goalies Salaries who match 'Is in a Team' and 'None' condition.
1327,[2014-01-21 23:08:17] - Farm Game Option - Finance Active Option Activated
1328,[2014-01-21 23:08:18] - Farm Game Option - Finance Active Option Deactivated
1329,[2014-01-21 23:08:19] - Farm Game Option - Active Option Deactivated
1330,[2014-01-21 23:08:27] - Season #1 has started!
1331,[2014-01-21 23:08:29] - USA are expected to be over the salary cap by 63 132 006 $!
1332,[2014-01-21 23:08:29] - Auto Roster Partial Function has been run for LETTONIE.
1333,[2014-01-21 23:08:29] - Auto Lines Function has been run for LETTONIE.
1334,[2014-01-21 23:08:29] - Auto Roster Partial Function has been run for SUISSE.
1335,[2014-01-21 23:08:29] - Auto Lines Function has been run for SUISSE.
1336,[2014-01-21 23:08:29] - Rep.Tchèque are expected to be over the salary cap by 34 890 996 $!
1337,[2014-01-21 23:08:29] - Auto Roster Partial Function has been run for Rep.Tchèque.
1338,[2014-01-21 23:08:29] - Rep.Tchèque are expected to be over the salary cap by 34 890 996 $!
1339,[2014-01-21 23:08:29] - Andrej Sustr of Rep.Tchèque was sent to farm.
1340,[2014-01-21 23:08:29] - Tomas Fleischmann of Rep.Tchèque was sent to farm.
1341,[2014-01-21 23:08:29] - Martin Havlat of Rep.Tchèque was sent to farm.
1342,[2014-01-21 23:08:29] - Jaromir Jagr of Rep.Tchèque was sent to farm.
1343,[2014-01-21 23:08:29] - Michal Neuvirth of Rep.Tchèque was sent to farm.
1344,[2014-01-21 23:08:29] - Auto Roster Function has been run for Rep.Tchèque.
1345,[2014-01-21 23:08:29] - Rep.Tchèque are expected to be over the salary cap by 11 391 002 $!
1346,[2014-01-21 23:08:29] - SUÈDE are expected to be over the salary cap by 45 151 960 $!
1347,[2014-01-21 23:08:29] - RUSSIE are expected to be over the salary cap by 41 816 656 $!
1348,[2014-01-21 23:08:29] - CANADA are expected to be over the salary cap by 65 056 796 $!
1349,[2014-01-21 23:08:29] - Auto Roster Partial Function has been run for BÉLARUS.
1350,[2014-01-21 23:08:29] - Auto Lines Function has been run for BÉLARUS.
1351,[2014-01-21 23:08:37] - Alex Galchenyuk of USA was sent to farm.
1352,[2014-01-21 23:08:37] - Max Pacioretty of USA was sent to farm.
1353,[2014-01-21 23:08:37] - Jason Pominville of USA was sent to farm.
1354,[2014-01-21 23:08:37] - T.J. Oshie of USA was sent to farm.
1355,[2014-01-21 23:08:37] - Jonathan Quick of USA was sent to farm.
1356,[2014-01-21 23:08:37] - Auto Roster Function has been run for USA.
1357,[2014-01-21 23:08:37] - USA are expected to be over the salary cap by 37 931 992 $!
1358,[2014-01-21 23:08:38] - Ronalds Kenins of LETTONIE was sent to farm.
1359,[2014-01-21 23:08:38] - Armands Berzins of LETTONIE was sent to farm.
1360,[2014-01-21 23:08:38] - Juris Stals of LETTONIE was sent to farm.
1361,[2014-01-21 23:08:38] - Lauris Darzins of LETTONIE was sent to farm.
1362,[2014-01-21 23:08:38] - Ervins Mustukovs of LETTONIE was sent to farm.
1363,[2014-01-21 23:08:38] - Auto Roster Function has been run for LETTONIE.
1364,[2014-01-21 23:08:38] - Mattias Norstebo of NORVÈGE was sent to farm.
1365,[2014-01-21 23:08:38] - Mats Rosseli Olsen of NORVÈGE was sent to farm.
1366,[2014-01-21 23:08:38] - Niklas Roest of NORVÈGE was sent to farm.
1367,[2014-01-21 23:08:38] - Andreas Martinsen of NORVÈGE was sent to farm.
1368,[2014-01-21 23:08:38] - Martin Roymark of NORVÈGE was sent to farm.
1369,[2014-01-21 23:08:38] - Steffen Soberg of NORVÈGE was sent to farm.
1370,[2014-01-21 23:08:38] - Auto Roster Function has been run for NORVÈGE.
1371,[2014-01-21 23:08:38] - Matthias Bieber of SUISSE was sent to farm.
1372,[2014-01-21 23:08:38] - Simon Bodenmann of SUISSE was sent to farm.
1373,[2014-01-21 23:08:38] - Mirco Mueller of SUISSE was sent to farm.
1374,[2014-01-21 23:08:38] - Sven Andrighetto of SUISSE was sent to farm.
1375,[2014-01-21 23:08:38] - Reto Berra of SUISSE was sent to farm.
1376,[2014-01-21 23:08:38] - Auto Roster Function has been run for SUISSE.
1377,[2014-01-21 23:08:38] - Olli Maatta of FINLANDE was sent to farm.
1378,[2014-01-21 23:08:38] - Leo Komarov of FINLANDE was sent to farm.
1379,[2014-01-21 23:08:38] - Jarkko Immonen of FINLANDE was sent to farm.
1380,[2014-01-21 23:08:38] - Sami Salo (Retired) of FINLANDE was sent to farm.
1381,[2014-01-21 23:08:38] - Tuukka Rask of FINLANDE was sent to farm.
1382,[2014-01-21 23:08:38] - Auto Roster Function has been run for FINLANDE.
1383,[2014-01-21 23:08:38] - Matic Podlipnik of SLOVÉNIE was sent to farm.
1384,[2014-01-21 23:08:38] - Miha Verlic of SLOVÉNIE was sent to farm.
1385,[2014-01-21 23:08:38] - Ziga Pance of SLOVÉNIE was sent to farm.
1386,[2014-01-21 23:08:38] - Anze Kuralt of SLOVÉNIE was sent to farm.
1387,[2014-01-21 23:08:38] - Luka Gracnar of SLOVÉNIE was sent to farm.
1388,[2014-01-21 23:08:38] - Auto Roster Function has been run for SLOVÉNIE.
1389,[2014-01-21 23:08:38] - Auto Roster Function has been run for Rep.Tchèque.
1390,[2014-01-21 23:08:38] - Rep.Tchèque are expected to be over the salary cap by 11 391 002 $!
1391,[2014-01-21 23:08:38] - Carl Hagelin of SUÈDE was sent to farm.
1392,[2014-01-21 23:08:38] - Jakob Silfverberg of SUÈDE was sent to farm.
1393,[2014-01-21 23:08:38] - Linus Omark of SUÈDE was sent to farm.
1394,[2014-01-21 23:08:38] - Oliver Ekman-Larsson of SUÈDE was sent to farm.
1395,[2014-01-21 23:08:38] - Viktor Fasth of SUÈDE was sent to farm.
1396,[2014-01-21 23:08:38] - Auto Roster Function has been run for SUÈDE.
1397,[2014-01-21 23:08:38] - SUÈDE are expected to be over the salary cap by 32 351 970 $!
1398,[2014-01-21 23:08:39] - Evgeny Kuznetsov of RUSSIE was sent to farm.
1399,[2014-01-21 23:08:39] - Valeri Nichushkin of RUSSIE was sent to farm.
1400,[2014-01-21 23:08:39] - Nikita Nikitin of RUSSIE was sent to farm.
1401,[2014-01-21 23:08:39] - Yevgeni Medvedev of RUSSIE was sent to farm.
1402,[2014-01-21 23:08:39] - Simeon Varlamov of RUSSIE was sent to farm.
1403,[2014-01-21 23:08:39] - Auto Roster Function has been run for RUSSIE.
1404,[2014-01-21 23:08:39] - RUSSIE are expected to be over the salary cap by 31 016 664 $!
1405,[2014-01-21 23:08:39] - Ryan Getzlaf of CANADA was sent to farm.
1406,[2014-01-21 23:08:39] - Auto Roster Function has been run for CANADA.
1407,[2014-01-21 23:08:39] - CANADA are expected to be over the salary cap by 57 806 798 $!
1408,[2014-01-21 23:08:39] - Philip Gogulla of ALLEMAGNE was sent to farm.
1409,[2014-01-21 23:08:39] - Andre Rankel of ALLEMAGNE was sent to farm.
1410,[2014-01-21 23:08:39] - Jerome Flaake of ALLEMAGNE was sent to farm.
1411,[2014-01-21 23:08:39] - Leon Draisaitl of ALLEMAGNE was sent to farm.
1412,[2014-01-21 23:08:39] - Dimitrij Kotschnew of ALLEMAGNE was sent to farm.
1413,[2014-01-21 23:08:39] - Auto Roster Function has been run for ALLEMAGNE.
1414,[2014-01-21 23:08:39] - Dominic Zwerger of AUTRICHE was sent to farm.
1415,[2014-01-21 23:08:39] - Layne Viveiros of AUTRICHE was sent to farm.
1416,[2014-01-21 23:08:39] - Andrea Kristler of AUTRICHE was sent to farm.
1417,[2014-01-21 23:08:39] - Brian Lebler of AUTRICHE was sent to farm.
1418,[2014-01-21 23:08:39] - Rene Swette of AUTRICHE was sent to farm.
1419,[2014-01-21 23:08:39] - Auto Roster Function has been run for AUTRICHE.
1420,[2014-01-21 23:08:39] - Max Sauve of FRANCE was sent to farm.
1421,[2014-01-21 23:08:39] - Charles Bertrand of FRANCE was sent to farm.
1422,[2014-01-21 23:08:39] - Loic Lamperier of FRANCE was sent to farm.
1423,[2014-01-21 23:08:39] - Valentin Claireaux of FRANCE was sent to farm.
1424,[2014-01-21 23:08:39] - Auto Roster Function has been run for FRANCE.
1425,[2014-01-21 23:08:39] - Mads Boedker of DANEMARK was sent to farm.
1426,[2014-01-21 23:08:39] - Mads Eller of DANEMARK was sent to farm.
1427,[2014-01-21 23:08:39] - Sebastian Dahm of DANEMARK was sent to farm.
1428,[2014-01-21 23:08:39] - Auto Roster Function has been run for DANEMARK.
1429,[2014-01-21 23:08:39] - Andrei Mikhalev of BÉLARUS was sent to farm.
1430,[2014-01-21 23:08:39] - Alexander Kitarov of BÉLARUS was sent to farm.
1431,[2014-01-21 23:08:39] - Andrei Stas of BÉLARUS was sent to farm.
1432,[2014-01-21 23:08:39] - Artyom Demkov of BÉLARUS was sent to farm.
1433,[2014-01-21 23:08:39] - Dmitri Milchakov of BÉLARUS was sent to farm.
1434,[2014-01-21 23:08:39] - Auto Roster Function has been run for BÉLARUS.
1435,[2014-01-21 23:08:39] - Marko Dano of SLOVAQUIE was sent to farm.
1436,[2014-01-21 23:08:39] - Martin Gernat of SLOVAQUIE was sent to farm.
1437,[2014-01-21 23:08:39] - Rudolf Huna of SLOVAQUIE was sent to farm.
1438,[2014-01-21 23:08:39] - Jaroslav Janus of SLOVAQUIE was sent to farm.
1439,[2014-01-21 23:08:39] - Auto Roster Function has been run for SLOVAQUIE.
1440,[2014-01-21 23:08:41] - USA are expected to be over the salary cap by 37 931 992 $!
1441,[2014-01-21 23:08:41] - Rep.Tchèque are expected to be over the salary cap by 11 391 002 $!
1442,[2014-01-21 23:08:41] - Auto Roster Partial Function has been run for Rep.Tchèque.
1443,[2014-01-21 23:08:41] - Rep.Tchèque are expected to be over the salary cap by 11 391 002 $!
1444,[2014-01-21 23:08:41] - Auto Roster Function has been run for Rep.Tchèque.
1445,[2014-01-21 23:08:41] - Rep.Tchèque are expected to be over the salary cap by 11 391 002 $!
1446,[2014-01-21 23:08:41] - SUÈDE are expected to be over the salary cap by 32 351 970 $!
1447,[2014-01-21 23:08:41] - RUSSIE are expected to be over the salary cap by 31 016 664 $!
1448,[2014-01-21 23:08:41] - CANADA are expected to be over the salary cap by 57 806 798 $!
1449,[2014-01-21 23:08:48] - RUSSIE are expected to be over the salary cap by 31 016 664 $!
1450,[2014-01-21 23:08:51] - USA are expected to be over the salary cap by 37 931 992 $!
1451,[2014-01-21 23:08:59] - Pro Roster Limit Minimum Center Value Modified to 2
1452,[2014-01-21 23:09:00] - Pro Roster Limit Minimum Left Wing Value Modified to 2
1453,[2014-01-21 23:09:00] - Pro Roster Limit Minimum Right Wing Value Modified to 2
1454,[2014-01-21 23:09:06] - Pro Game Option - Forward Play All Positions Option Activated
1455,[2014-01-21 23:09:07] - Pro Game Option - Finance Active Option Deactivated
1456,[2014-01-21 23:09:08] - Game Option - Waiver Active Option Deactivated
1457,[2014-01-21 23:09:14] - Salary Cap Value Modified to None
1458,[2014-01-21 23:09:17] - Auto Lines Function has been run for Rep.Tchèque.
1459,[2014-01-21 23:09:23] - Auto Lines Function has been run for USA.
1460,[2014-01-21 23:09:23] - Auto Lines Function has been run for NORVÈGE.
1461,[2014-01-21 23:09:23] - Auto Lines Function has been run for FINLANDE.
1462,[2014-01-21 23:09:23] - Auto Lines Function has been run for SLOVÉNIE.
1463,[2014-01-21 23:09:23] - Auto Lines Function has been run for SUÈDE.
1464,[2014-01-21 23:09:23] - Auto Lines Function has been run for RUSSIE.
1465,[2014-01-21 23:09:23] - Ryan Getzlaf of CANADA was sent to pro.
1466,[2014-01-21 23:09:23] - Auto Roster Partial Function has been run for CANADA.
1467,[2014-01-21 23:09:23] - Auto Lines Function has been run for CANADA.
1468,[2014-01-21 23:09:23] - Auto Lines Function has been run for ALLEMAGNE.
1469,[2014-01-21 23:09:23] - Auto Lines Function has been run for AUTRICHE.
1470,[2014-01-21 23:09:23] - Auto Lines Function has been run for FRANCE.
1471,[2014-01-21 23:09:23] - Auto Lines Function has been run for DANEMARK.
1472,[2014-01-21 23:09:23] - Auto Lines Function has been run for SLOVAQUIE.
1473,[2014-01-21 23:09:24] - Game 1 - Sven Baertschi from SUISSE is injured  (Bruised Left Leg) and is out for 2 weeks.
1474,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Most Ice Time (20:31) in 1 Game!
1475,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Most Assists (1) in 1 Game!
1476,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Most Points (1) in 1 Game!
1477,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Most Shots (1) in 1 Game!
1478,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Best Plus/Minus (1) in 1 Game!
1479,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Most Penalties (2) in 1 Game!
1480,[2014-01-21 23:09:24] - New Record for Player (Raphael Diaz) Most Hits (1) in 1 Game!
1481,[2014-01-21 23:09:24] - New Record for Player (Nino Niederreiter) Most Ice Time (26:03) in 1 Game!
1482,[2014-01-21 23:09:24] - New Record for Player (Nino Niederreiter) Most Shots (4) in 1 Game!
1483,[2014-01-21 23:09:24] - New Record for Player (Nino Niederreiter) Most Hits (2) in 1 Game!
1484,[2014-01-21 23:09:24] - New Record for Player (Mark Streit) Most Goals (1) in 1 Game!
1485,[2014-01-21 23:09:24] - New Record for Player (Mark Streit) Best Plus/Minus (2) in 1 Game!
1486,[2014-01-21 23:09:24] - New Record for Player (Severin Blindenbacher) Most Shots Blocked (1) in 1 Game!
1487,[2014-01-21 23:09:24] - New Record for Player (Severin Blindenbacher) Most Hits (4) in 1 Game!
1488,[2014-01-21 23:09:24] - New Record for Team Most Goals (3) in 1 Game for SUISSE!
1489,[2014-01-21 23:09:24] - New Record for Team Most Assists (5) in 1 Game for SUISSE!
1490,[2014-01-21 23:09:24] - New Record for Team Most Points (8) in 1 Game for SUISSE!
1491,[2014-01-21 23:09:24] - New Record for Team Most Shots (23) in 1 Game for SUISSE!
1492,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (1) in 1 Game for SUISSE!
1493,[2014-01-21 23:09:24] - New Record for Team Most Penalties (4) in 1 Game for SUISSE!
1494,[2014-01-21 23:09:24] - New Record for Team Most Hits (14) in 1 Game for SUISSE!
1495,[2014-01-21 23:09:24] - New Record for Team Most Goals (3) in 1 Game for SUISSE!
1496,[2014-01-21 23:09:24] - New Record for Team Most Assists (5) in 1 Game for SUISSE!
1497,[2014-01-21 23:09:24] - New Record for Team Most Points (8) in 1 Game for SUISSE!
1498,[2014-01-21 23:09:24] - New Record for Team Most Shots (23) in 1 Game for SUISSE!
1499,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (1) in 1 Game for SUISSE!
1500,[2014-01-21 23:09:24] - New Record for Team Most Penalties (4) in 1 Game for SUISSE!
1501,[2014-01-21 23:09:24] - New Record for Team Most Hits (14) in 1 Game for SUISSE!
1502,[2014-01-21 23:09:24] - New Record for Player (Oskars Bartulis) Most Penalties (4) in 1 Game!
1503,[2014-01-21 23:09:24] - New Record for Player (Zemgus Girgensons) Worse Plus/Minus (-1) in 1 Game!
1504,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (3) in 1 Game for LETTONIE!
1505,[2014-01-21 23:09:24] - New Record for Team Most Penalties (16) in 1 Game for LETTONIE!
1506,[2014-01-21 23:09:24] - New Record for Team Most Hits (19) in 1 Game for LETTONIE!
1507,[2014-01-21 23:09:24] - New Record for Team Most Shots (18) in 1 Game for LETTONIE!
1508,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (3) in 1 Game for LETTONIE!
1509,[2014-01-21 23:09:24] - New Record for Team Most Penalties (16) in 1 Game for LETTONIE!
1510,[2014-01-21 23:09:24] - New Record for Team Most Hits (19) in 1 Game for LETTONIE!
1511,[2014-01-21 23:09:24] - New Record for Most Goals (3) in a game!
1512,[2014-01-21 23:09:24] - New Record for Most Assists (5) in a game!
1513,[2014-01-21 23:09:24] - New Record for Most Points (8) in a game!
1514,[2014-01-21 23:09:24] - New Record for Most Shots (41) in a game!
1515,[2014-01-21 23:09:24] - New Record for Most Penalties (20) in a game!
1516,[2014-01-21 23:09:24] - New Record for Most Hits (33) in a game!
1517,[2014-01-21 23:09:24] - New Record for Player (David Krejci) Most Ice Time (26:20) in 1 Game!
1518,[2014-01-21 23:09:24] - New Record for Player (Jakub Voracek) Most Points (2) in 1 Game!
1519,[2014-01-21 23:09:24] - New Record for Player (Martin Hanzal) Worse Plus/Minus (-2) in 1 Game!
1520,[2014-01-21 23:09:24] - New Record for Team Most Goals (2) in 1 Game for Rep.Tchèque!
1521,[2014-01-21 23:09:24] - New Record for Team Most Assists (4) in 1 Game for Rep.Tchèque!
1522,[2014-01-21 23:09:24] - New Record for Team Most Points (6) in 1 Game for Rep.Tchèque!
1523,[2014-01-21 23:09:24] - New Record for Team Most Shots (14) in 1 Game for Rep.Tchèque!
1524,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (2) in 1 Game for Rep.Tchèque!
1525,[2014-01-21 23:09:24] - New Record for Team Most Penalties (12) in 1 Game for Rep.Tchèque!
1526,[2014-01-21 23:09:24] - New Record for Team Most Hits (8) in 1 Game for Rep.Tchèque!
1527,[2014-01-21 23:09:24] - New Record for Player (Raman Hrabarenka) Most Shots Blocked (2) in 1 Game!
1528,[2014-01-21 23:09:24] - New Record for Player (Sergei Demagin) Most Assists (2) in 1 Game!
1529,[2014-01-21 23:09:24] - New Record for Player (Konstantin Koltsov) Most Goals (2) in 1 Game!
1530,[2014-01-21 23:09:24] - New Record for Team Most Goals (4) in 1 Game for BÉLARUS!
1531,[2014-01-21 23:09:24] - New Record for Team Most Assists (8) in 1 Game for BÉLARUS!
1532,[2014-01-21 23:09:24] - New Record for Team Most Points (12) in 1 Game for BÉLARUS!
1533,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (7) in 1 Game for BÉLARUS!
1534,[2014-01-21 23:09:24] - New Record for Team Most Goals (4) in 1 Game for BÉLARUS!
1535,[2014-01-21 23:09:24] - New Record for Team Most Assists (8) in 1 Game for BÉLARUS!
1536,[2014-01-21 23:09:24] - New Record for Team Most Points (12) in 1 Game for BÉLARUS!
1537,[2014-01-21 23:09:24] - New Record for Team Most Shots (17) in 1 Game for BÉLARUS!
1538,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (7) in 1 Game for BÉLARUS!
1539,[2014-01-21 23:09:24] - New Record for Team Most Penalties (8) in 1 Game for BÉLARUS!
1540,[2014-01-21 23:09:24] - New Record for Team Most Hits (15) in 1 Game for BÉLARUS!
1541,[2014-01-21 23:09:24] - New Record for Most Goals (6) in a game!
1542,[2014-01-21 23:09:24] - New Record for Most Assists (12) in a game!
1543,[2014-01-21 23:09:24] - New Record for Most Points (18) in a game!
1544,[2014-01-21 23:09:24] - LETTONIE lines for next game are empty. Current rosters/lines are not erased.
1545,[2014-01-21 23:09:24] - SUISSE lines for next game are empty. Current rosters/lines are not erased.
1546,[2014-01-21 23:09:24] - Rep.Tchèque lines for next game are empty. Current rosters/lines are not erased.
1547,[2014-01-21 23:09:24] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
1548,[2014-01-21 23:09:24] - New Record for Player (Mikko Koivu) Most Penalties (6) in 1 Game!
1549,[2014-01-21 23:09:24] - New Record for Player (Teemu Selanne (Retired)) Most Ice Time (27:25) in 1 Game!
1550,[2014-01-21 23:09:24] - New Record for Team Most Penalties (22) in 1 Game for FINLANDE!
1551,[2014-01-21 23:09:24] - New Record for Team Most Goals (3) in 1 Game for FINLANDE!
1552,[2014-01-21 23:09:24] - New Record for Team Most Assists (5) in 1 Game for FINLANDE!
1553,[2014-01-21 23:09:24] - New Record for Team Most Points (8) in 1 Game for FINLANDE!
1554,[2014-01-21 23:09:24] - New Record for Team Most Shots (14) in 1 Game for FINLANDE!
1555,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (6) in 1 Game for FINLANDE!
1556,[2014-01-21 23:09:24] - New Record for Team Most Penalties (22) in 1 Game for FINLANDE!
1557,[2014-01-21 23:09:24] - New Record for Team Most Hits (11) in 1 Game for FINLANDE!
1558,[2014-01-21 23:09:24] - New Record for Team Most Shots (11) in 1 Game for ALLEMAGNE!
1559,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (4) in 1 Game for ALLEMAGNE!
1560,[2014-01-21 23:09:24] - New Record for Team Most Penalties (12) in 1 Game for ALLEMAGNE!
1561,[2014-01-21 23:09:24] - New Record for Team Most Hits (19) in 1 Game for ALLEMAGNE!
1562,[2014-01-21 23:09:24] - New Record for Most Penalties (34) in a game!
1563,[2014-01-21 23:09:24] - Game 4 - Branko Radivojevic from SLOVAQUIE is injured  (Sprained Left Knee) and is out for 1 week.
1564,[2014-01-21 23:09:24] - New Record for Player (Andrej Tavzelj) Most Shots Blocked (3) in 1 Game!
1565,[2014-01-21 23:09:24] - New Record for Team Most Goals (1) in 1 Game for SLOVÉNIE!
1566,[2014-01-21 23:09:24] - New Record for Team Most Assists (1) in 1 Game for SLOVÉNIE!
1567,[2014-01-21 23:09:24] - New Record for Team Most Points (2) in 1 Game for SLOVÉNIE!
1568,[2014-01-21 23:09:24] - New Record for Team Most Shots (12) in 1 Game for SLOVÉNIE!
1569,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (7) in 1 Game for SLOVÉNIE!
1570,[2014-01-21 23:09:24] - New Record for Team Most Penalties (18) in 1 Game for SLOVÉNIE!
1571,[2014-01-21 23:09:24] - New Record for Team Most Hits (15) in 1 Game for SLOVÉNIE!
1572,[2014-01-21 23:09:24] - New Record for Player (Tomas Kopecky) Most Shots (5) in 1 Game!
1573,[2014-01-21 23:09:24] - New Record for Team Most Goals (2) in 1 Game for SLOVAQUIE!
1574,[2014-01-21 23:09:24] - New Record for Team Most Assists (4) in 1 Game for SLOVAQUIE!
1575,[2014-01-21 23:09:24] - New Record for Team Most Points (6) in 1 Game for SLOVAQUIE!
1576,[2014-01-21 23:09:24] - New Record for Team Most Shots (19) in 1 Game for SLOVAQUIE!
1577,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (1) in 1 Game for SLOVAQUIE!
1578,[2014-01-21 23:09:24] - New Record for Team Most Penalties (14) in 1 Game for SLOVAQUIE!
1579,[2014-01-21 23:09:24] - New Record for Team Most Hits (12) in 1 Game for SLOVAQUIE!
1580,[2014-01-21 23:09:24] - New Record for Player (Niklas Hjalmarsson) Worse Plus/Minus (-3) in 1 Game!
1581,[2014-01-21 23:09:24] - New Record for Team Most Goals (1) in 1 Game for SUÈDE!
1582,[2014-01-21 23:09:24] - New Record for Team Most Assists (2) in 1 Game for SUÈDE!
